employee_id,first_name,last_name,gender,state,city,hiredate,department,job_title,education_level,salary,performance_rating,overtime,birthdate,termdate
00-56545063,Scott,White,Male,New York,Rochester,2019-08-22,Customer Service,Customer Service Representative,Bachelor,67613,Excellent,Yes,1996-07-18,
00-87874708,Mary,Goodman,Female,New York,Rochester,2019-12-27,IT,IT Support Specialist,High School,58624,Good,Yes,1971-11-06,
00-72744663,Cynthia,Price,Female,Pennsylvania,Allentown,2024-09-13,Customer Service,Support Specialist,High School,62693,Satisfactory,No,1980-08-01,
00-49251912,Maxwell,Sullivan,Male,New York,Rochester,2017-11-30,Operations,Operations Analyst,Bachelor,63430,Good,Yes,1978-09-07,
00-76372099,James,Rodriguez,Female,North Carolina,Raleigh,2022-02-20,Customer Service,Support Specialist,High School,64005,Excellent,No,1964-12-04,
00-64737449,Sarah,Valencia,Male,New York,Rochester,2018-08-03,Operations,Logistics Coordinator,Bachelor,61101,Excellent,No,2001-07-22,
00-67943314,Rachel,Smith,Male,New York,Rochester,2016-05-24,Sales,Sales Representative,Bachelor,74765,Good,Yes,1991-10-24,
00-43983969,Ashley,Wagner,Female,New York,Buffalo,2023-08-31,Operations,Logistics Coordinator,Bachelor,64012,Satisfactory,Yes,2002-08-29,
00-54668206,Victoria,Rodriguez,Female,North Carolina,Charlotte,2024-08-22,Customer Service,Help Desk Technician,Bachelor,78155,Satisfactory,No,1991-09-05,
00-96632730,Jacqueline,Reyes,Female,New York,Rochester,2019-04-17,Marketing,Content Creator,High School,60777,Excellent,Yes,1972-10-27,
00-82371781,Steve,Oliver,Female,Michigan,Detroit,2023-06-14,Operations,Inventory Specialist,High School,54378,Good,No,1993-06-26,
00-32048771,Emily,Jenkins,Female,New York,Rochester,2023-11-20,IT,System Administrator,Bachelor,91151,Good,No,1997-01-05,
00-56097583,Jeffrey,Murphy,Female,Michigan,Detroit,2020-08-07,Operations,Logistics Coordinator,Bachelor,56939,Good,No,1978-12-09,
00-93894510,Antonio,Blanchard,Male,Michigan,Grand Rapids,2017-02-09,Customer Service,Support Specialist,High School,67922,Good,Yes,1986-08-08,
00-55855470,Michael,Ayala,Male,North Carolina,Greensboro,2020-01-11,Operations,Logistics Coordinator,Bachelor,72010,Good,No,1990-07-23,
00-31398059,Richard,Higgins,Male,Ohio,Columbus,2023-07-26,Customer Service,Help Desk Technician,Bachelor,59252,Good,Yes,1992-08-05,
00-86999716,Joseph,Richards,Female,New York,Buffalo,2017-10-05,Operations,Inventory Specialist,High School,65087,Good,Yes,1980-10-18,
00-37623724,Christopher,Perez,Male,New York,Rochester,2023-04-10,Operations,Logistics Coordinator,Bachelor,69304,Good,No,1992-10-06,
00-63197220,Joseph,Alvarez,Male,New York,Rochester,2016-08-31,Operations,Logistics Coordinator,Bachelor,68756,Good,No,2006-01-07,
00-66234015,Martha,Douglas,Male,Pennsylvania,Pittsburgh,2023-03-16,Sales,Sales Representative,Bachelor,66272,Needs Improvement,No,1995-03-31,
00-77294573,Gina,Ferguson,Male,New York,Buffalo,2020-02-06,Sales,Sales Consultant,PhD,67369,Good,Yes,1994-01-27,
00-79735350,Brandon,Elliott,Female,New York,Rochester,2016-10-17,Sales,Sales Specialist,Master,89643,Good,No,1983-02-08,
00-10542306,Joseph,Chandler,Female,New York,Rochester,2017-12-14,Operations,Inventory Specialist,High School,64368,Good,No,1986-06-15,
00-83879955,Michelle,Snyder,Male,New York,Rochester,2022-03-20,Operations,Inventory Specialist,High School,63259,Good,No,1984-07-08,
00-32105914,Charles,King,Male,Michigan,Warren,2022-07-18,Customer Service,Customer Service Manager,Bachelor,78523,Satisfactory,Yes,1996-05-15,
00-54949481,Dale,Smith,Female,New York,Rochester,2019-04-13,Sales,Sales Specialist,Master,79459,Good,Yes,1986-06-25,
00-53686165,Destiny,Garza,Male,New York,Buffalo,2022-08-28,Marketing,Content Creator,Bachelor,59192,Good,Yes,1997-07-02,
00-60106447,Kelsey,Williams,Female,Pennsylvania,Philadelphia,2020-04-23,IT,IT Support Specialist,Bachelor,55666,Excellent,No,1985-04-19,
00-63010703,Rachel,Martin,Male,New York,New York City,2020-11-28,Operations,Logistics Coordinator,Bachelor,70397,Good,No,1988-10-19,
00-62720687,Edward,Hoffman,Male,New York,Buffalo,2017-11-17,Customer Service,Help Desk Technician,High School,67730,Good,Yes,1997-05-29,
00-57128455,Melissa,Frost,Male,New York,New York City,2022-05-28,Customer Service,Help Desk Technician,Bachelor,75657,Good,No,1983-08-14,
00-24284340,Amy,Johnson,Male,New York,New York City,2017-12-18,Marketing,SEO Specialist,Bachelor,91262,Good,Yes,1976-03-30,
00-96423099,Nancy,Guzman,Female,New York,Rochester,2019-03-31,IT,Software Developer,Bachelor,83098,Good,Yes,1994-03-21,
00-35277376,Drew,Blevins,Female,New York,New York City,2022-10-08,Customer Service,Help Desk Technician,Bachelor,67445,Good,No,1981-08-24,
00-77714331,Jonathan,Woodard,Male,North Carolina,Raleigh,2023-12-07,Customer Service,Customer Service Representative,Bachelor,69546,Satisfactory,No,1986-12-02,
00-76465010,Kevin,Green,Male,New York,Rochester,2017-02-26,Operations,Inventory Specialist,Bachelor,67828,Good,No,1996-10-15,
00-19691415,Brian,Flores,Male,Ohio,Cleveland,2022-01-28,Sales,Sales Representative,Bachelor,74306,Needs Improvement,No,1976-09-11,
00-51145240,Bryan,Woods,Male,New York,Rochester,2017-12-25,Finance,Financial Analyst,Master,67525,Good,Yes,1995-12-11,
00-64508486,Cole,Hood,Male,New York,Buffalo,2018-12-04,IT,Software Developer,Bachelor,95972,Needs Improvement,Yes,2005-09-18,
00-38084257,Cory,Mccall,Male,New York,Rochester,2020-05-19,Operations,Inventory Specialist,Bachelor,65540,Good,No,1983-11-01,
00-22963717,Christopher,Cobb,Male,New York,Buffalo,2024-02-06,Customer Service,Help Desk Technician,High School,69534,Good,Yes,1980-03-21,
00-35636468,Jacqueline,Miller,Male,New York,Rochester,2015-06-30,Customer Service,Support Specialist,Bachelor,73170,Good,No,1983-11-05,
00-14173828,James,Taylor,Male,Michigan,Detroit,2017-09-14,IT,System Administrator,Master,73937,Good,No,1976-01-30,
00-37794800,Brandi,Parker,Female,New York,New York City,2017-11-05,IT,IT Support Specialist,Bachelor,53969,Excellent,Yes,2003-02-03,
00-19574576,Allen,Taylor,Female,North Carolina,Charlotte,2016-11-26,Finance,Financial Analyst,PhD,109021,Good,No,1965-01-17,
00-70746857,Elizabeth,Smith,Female,New York,New York City,2024-12-20,Operations,Operations Analyst,Bachelor,71047,Good,No,1984-05-01,
00-66628811,Abigail,Pratt,Female,New York,Buffalo,2024-02-02,Marketing,Content Creator,Bachelor,56047,Excellent,No,2002-07-02,
00-98796442,Christopher,Anderson,Male,New York,Rochester,2019-07-14,Operations,Logistics Coordinator,Bachelor,64823,Good,No,1999-11-20,
00-90203261,Melissa,Evans,Male,New York,Buffalo,2018-02-19,Sales,Sales Representative,Bachelor,81618,Good,No,1996-12-19,
00-62042563,Todd,Terry,Male,New York,Buffalo,2018-10-09,IT,IT Support Specialist,High School,65353,Good,No,1978-06-18,
00-50773548,Cathy,Booker,Male,New York,New York City,2019-06-23,Operations,Operations Analyst,Bachelor,98035,Good,Yes,1961-07-28,
00-89146958,William,Henry,Female,New York,New York City,2024-04-17,Operations,Logistics Coordinator,Bachelor,67828,Good,No,1975-04-28,
00-95257731,Roy,Jacobs,Male,New York,Buffalo,2021-03-28,Sales,Sales Representative,Bachelor,70518,Needs Improvement,No,1973-06-12,
00-15620351,Kristina,Miller,Female,Michigan,Warren,2022-12-01,IT,IT Support Specialist,Bachelor,52810,Excellent,Yes,2000-08-27,
00-14230279,Victor,Mendez,Male,Pennsylvania,Pittsburgh,2020-02-10,Customer Service,Customer Service Representative,High School,61125,Excellent,No,1999-10-31,
00-57177123,Valerie,Martinez,Female,New York,Rochester,2015-07-30,Operations,Inventory Specialist,Bachelor,52717,Good,No,1987-02-20,
00-73565178,Justin,Wright,Male,North Carolina,Charlotte,2023-02-25,Sales,Sales Specialist,Master,72911,Good,No,2004-02-20,
00-61506760,Michael,Wiley,Male,New York,Buffalo,2022-01-28,Operations,Inventory Specialist,Bachelor,66779,Satisfactory,No,1998-10-29,
00-23154252,John,Mora,Male,New York,Buffalo,2019-03-21,IT,Software Developer,Bachelor,83009,Good,No,1997-05-09,
00-88802545,Brett,Carlson,Male,New York,New York City,2021-06-07,Customer Service,Help Desk Technician,High School,60869,Good,No,1986-03-13,
00-57117793,Dorothy,Price,Female,New York,Rochester,2024-05-28,Sales,Sales Consultant,Master,98158,Excellent,No,1969-11-14,
00-75808087,Jon,Cooper,Male,Michigan,Grand Rapids,2024-03-02,Marketing,Content Creator,High School,59020,Needs Improvement,Yes,1984-04-08,
00-60998347,Marcus,Todd,Female,New York,Buffalo,2015-06-30,Customer Service,Support Specialist,High School,58668,Good,No,1991-10-04,
00-75424216,Larry,Jones,Male,New York,Rochester,2022-02-20,Operations,Inventory Specialist,High School,56064,Good,No,1974-05-15,
00-21653940,Michael,Tucker,Male,Ohio,Cincinnati,2019-10-22,Operations,Inventory Specialist,High School,57698,Excellent,No,1995-10-17,
00-82978870,Sarah,Owens,Female,Pennsylvania,Pittsburgh,2016-07-17,Operations,Logistics Coordinator,Bachelor,61700,Good,No,1995-10-09,
00-42935623,Janet,Hill,Female,New York,Buffalo,2022-07-11,HR,Recruiter,High School,74767,Good,No,1963-09-18,
00-94731492,Renee,Simmons,Male,New York,Buffalo,2024-08-08,IT,Software Developer,Bachelor,95690,Good,No,1984-01-12,
00-71026948,William,Hendrix,Male,New York,Rochester,2018-08-06,Customer Service,Support Specialist,High School,60554,Good,Yes,1989-06-22,
00-55282739,Tina,Johnson,Female,New York,Rochester,2017-02-08,Operations,Inventory Specialist,Bachelor,60694,Good,No,1992-08-31,
00-72985628,Veronica,Haynes,Male,New York,New York City,2015-05-05,Customer Service,Support Specialist,Bachelor,70195,Good,No,1996-05-18,
00-51582474,Shannon,Crosby,Female,New York,Buffalo,2020-11-30,Operations,Inventory Specialist,High School,52285,Good,No,1989-07-11,
00-70558903,Jared,Cox,Female,New York,New York City,2017-07-03,Customer Service,Support Specialist,High School,56099,Good,Yes,1972-09-29,
00-65110751,Olivia,Christian,Male,Florida,Miami,2016-03-08,Customer Service,Help Desk Technician,Bachelor,88400,Excellent,No,1980-04-11,
00-27231429,Danielle,Miller,Male,New York,New York City,2020-02-26,Finance,Financial Analyst,PhD,69611,Good,No,1982-08-31,
00-13789737,Richard,Hodges,Female,New York,Buffalo,2024-05-11,Operations,Logistics Coordinator,Bachelor,53653,Excellent,No,1997-10-09,
00-69650381,Michael,Green,Male,New York,New York City,2016-11-14,Operations,Logistics Coordinator,Bachelor,66144,Good,Yes,2004-02-26,
00-34324718,Thomas,Alvarado,Male,New York,Rochester,2019-01-31,Sales,Sales Representative,Bachelor,60561,Good,No,2004-07-11,
00-85839721,Michele,Valdez,Male,New York,New York City,2018-04-10,Sales,Sales Representative,Bachelor,65637,Good,No,1992-04-26,
00-81895460,Mary,Smith,Male,New York,New York City,2022-10-25,Marketing,Content Creator,Bachelor,68728,Satisfactory,No,1991-07-22,
00-16538400,William,Sosa,Female,New York,New York City,2017-06-03,Sales,Sales Representative,Bachelor,63469,Satisfactory,No,1975-01-14,
00-25793207,Hector,Williams,Male,Illinois,Chicago,2022-09-12,Marketing,Content Creator,Bachelor,58510,Good,No,2002-12-27,
00-75914192,Sean,Morton,Female,Michigan,Warren,2017-11-16,Operations,Operations Analyst,Master,65281,Good,Yes,1998-10-14,
00-70629628,Adam,Little,Female,New York,Rochester,2017-10-23,Operations,Operations Analyst,Bachelor,65143,Satisfactory,Yes,1987-08-26,
00-31843423,Robert,Greene,Male,New York,Buffalo,2015-09-02,Operations,Logistics Coordinator,Bachelor,68061,Excellent,Yes,1981-06-19,
00-90681007,Vanessa,Brock,Male,Michigan,Warren,2018-02-06,Customer Service,Customer Service Representative,Bachelor,68599,Good,No,1965-01-12,
00-24720271,Derek,Taylor,Female,Pennsylvania,Allentown,2022-06-21,IT,Software Developer,Master,97418,Good,No,1987-03-02,
00-20310693,Gary,Mason,Female,New York,Rochester,2017-02-10,Operations,Logistics Coordinator,Bachelor,55332,Satisfactory,No,2001-08-10,
00-75263028,Michael,Sparks,Female,New York,New York City,2017-02-28,Sales,Sales Specialist,PhD,69309,Excellent,No,1969-08-31,
00-61983019,Jerome,Arnold,Female,New York,Rochester,2023-03-07,Sales,Sales Consultant,PhD,105585,Good,No,1995-01-25,
00-97761151,Angela,Campbell,Male,New York,New York City,2023-07-15,Marketing,SEO Specialist,Bachelor,87424,Needs Improvement,No,1993-04-17,
00-60562450,Thomas,Cline,Male,New York,New York City,2015-07-11,Operations,Operations Analyst,Bachelor,70265,Good,No,1982-08-15,
00-34518599,Michael,Obrien,Male,New York,Rochester,2017-08-05,Marketing,Marketing Coordinator,Bachelor,78666,Satisfactory,No,1997-02-03,
00-88325414,Anthony,Nelson,Female,New York,New York City,2023-01-15,Operations,Logistics Coordinator,Bachelor,56043,Good,No,1990-05-25,
00-40699959,Karen,Adams,Female,New York,Rochester,2022-08-09,Operations,Inventory Specialist,High School,54595,Satisfactory,Yes,1981-09-22,
00-25581274,Darrell,Watson,Male,New York,Buffalo,2016-10-12,Finance,Accounts Payable Specialist,Bachelor,61532,Good,No,2005-01-26,
00-28683820,Janet,Boyle,Male,North Carolina,Greensboro,2017-05-07,Operations,Logistics Coordinator,Bachelor,68703,Good,Yes,1974-09-23,
00-91229370,Anthony,Farrell,Male,Michigan,Warren,2020-10-09,Customer Service,Support Specialist,Bachelor,63613,Excellent,No,1975-02-28,
00-68800423,James,Coffey,Male,New York,Rochester,2020-12-10,Finance,Financial Analyst,PhD,80577,Needs Improvement,No,1980-06-11,
00-67710061,Sara,Martin,Male,New York,Rochester,2015-08-23,Operations,Operations Analyst,Bachelor,75048,Needs Improvement,Yes,1974-06-09,
00-80487824,Brittany,Mclean,Female,New York,Buffalo,2023-01-03,Sales,Sales Consultant,Bachelor,91627,Good,Yes,1997-10-16,
00-59430818,Sarah,Roberts,Female,New York,New York City,2021-08-21,Customer Service,Help Desk Technician,High School,71116,Needs Improvement,No,1993-06-07,
00-24271117,Sharon,Howard,Female,North Carolina,Charlotte,2019-06-28,Customer Service,Support Specialist,High School,57050,Satisfactory,Yes,1986-07-21,
00-14501241,Tina,George,Female,Florida,Miami,2017-06-19,Sales,Sales Consultant,Master,106921,Good,Yes,1979-03-18,
00-84797064,John,Anderson,Female,New York,New York City,2022-07-16,IT,IT Support Specialist,High School,65196,Good,No,1989-06-06,
00-18984340,Melissa,Johnson,Female,Pennsylvania,Allentown,2016-04-19,Sales,Sales Consultant,Bachelor,91602,Good,Yes,1995-11-09,
00-45269140,Christy,Kent,Female,New York,New York City,2023-09-17,HR,HR Coordinator,Bachelor,61388,Satisfactory,Yes,1973-02-17,
00-99214834,Mark,Turner,Male,New York,New York City,2018-08-12,Customer Service,Support Specialist,Bachelor,60494,Satisfactory,No,2000-09-25,
00-63865194,Monica,Martinez,Male,New York,Rochester,2020-10-05,Customer Service,Help Desk Technician,Bachelor,79521,Good,Yes,1979-05-31,
00-42646040,Kathleen,Davis,Male,New York,Rochester,2023-08-27,Operations,Inventory Specialist,High School,64165,Excellent,No,1998-02-28,
00-28458598,Keith,Peters,Male,Michigan,Grand Rapids,2016-10-18,Operations,Logistics Coordinator,Bachelor,61875,Satisfactory,Yes,1986-09-17,
00-31742644,Keith,Stephenson,Male,New York,Rochester,2016-02-17,Operations,Inventory Specialist,Bachelor,62757,Good,No,1983-03-25,
00-35070625,Benjamin,Miller,Male,New York,Buffalo,2022-07-05,Finance,Accountant,Bachelor,69794,Satisfactory,Yes,1971-11-22,
00-69874812,Angela,Bishop,Male,New York,New York City,2022-01-09,Customer Service,Customer Service Manager,PhD,90053,Satisfactory,No,1972-07-28,
00-83271993,Jeffrey,Cooper,Male,New York,New York City,2018-12-24,IT,Software Developer,Bachelor,102635,Good,No,1989-05-07,
00-45300159,Anita,Page,Male,New York,Buffalo,2019-01-10,Operations,Inventory Specialist,High School,59189,Good,Yes,1996-04-27,
00-98082088,Wanda,Marshall,Female,New York,New York City,2017-08-02,Sales,Sales Specialist,Master,85374,Good,No,1980-11-01,
00-65466250,Darrell,Thomas,Female,Pennsylvania,Philadelphia,2016-03-22,IT,IT Support Specialist,High School,63316,Satisfactory,No,1974-09-13,
00-15335928,Donna,Swanson,Male,New York,New York City,2017-09-19,Marketing,Marketing Coordinator,Bachelor,79413,Good,No,2003-05-26,
00-29781979,John,Hardin,Female,New York,New York City,2018-03-29,Operations,Inventory Specialist,High School,54920,Good,No,2005-02-24,
00-62440176,Jennifer,Carlson,Female,Michigan,Warren,2015-01-06,Sales,Sales Specialist,PhD,87396,Good,No,1987-09-02,
00-18052256,Lisa,Tran,Female,Michigan,Detroit,2020-12-15,Operations,Operations Analyst,Bachelor,76856,Good,Yes,1989-07-20,
00-11632815,Robyn,Mueller,Female,New York,Rochester,2016-08-04,IT,Software Developer,Bachelor,88672,Good,No,1989-02-10,
00-99377087,Kevin,Tate,Female,New York,Buffalo,2017-07-18,Marketing,SEO Specialist,High School,76424,Satisfactory,Yes,1976-04-01,
00-81205095,Joshua,Johnston,Female,New York,Rochester,2015-09-26,Operations,Operations Analyst,Master,95413,Satisfactory,No,1969-12-29,
00-28396122,Mary,Morrison,Male,New York,Rochester,2018-06-06,Operations,Inventory Specialist,High School,59289,Excellent,No,1976-08-30,
00-42705658,Dana,Norris,Female,Michigan,Warren,2023-05-11,Sales,Sales Representative,Bachelor,56707,Good,No,2003-08-03,
00-38663679,Eric,Franklin,Male,New York,Rochester,2017-07-17,Customer Service,Help Desk Technician,High School,60848,Satisfactory,No,1991-09-12,
00-73721148,Alexis,Jones,Female,New York,Buffalo,2019-01-18,Operations,Operations Analyst,Master,60737,Good,No,1971-11-07,
00-38739034,Martin,Stevens,Female,New York,Rochester,2016-03-26,IT,System Administrator,Bachelor,89998,Good,Yes,1988-09-28,
00-62057357,Katelyn,Watson,Male,Michigan,Grand Rapids,2020-11-22,Sales,Sales Consultant,PhD,74821,Excellent,No,1977-11-22,
00-94158514,Christopher,Flores,Male,Michigan,Warren,2020-06-11,Sales,Sales Consultant,Master,78077,Good,No,1984-08-01,
00-19518525,Christopher,Walker,Male,Ohio,Columbus,2017-08-30,Operations,Inventory Specialist,Bachelor,67015,Satisfactory,No,1981-08-01,
00-27039689,Cesar,Matthews,Male,New York,Buffalo,2023-07-20,Operations,Logistics Coordinator,Bachelor,68011,Needs Improvement,No,1988-06-13,
00-29515608,Donald,Robinson,Female,New York,New York City,2023-01-08,Operations,Operations Analyst,Master,90782,Good,No,1991-08-23,
00-19126002,Juan,Mendoza,Female,New York,New York City,2019-05-26,Sales,Sales Representative,Bachelor,61267,Satisfactory,No,1999-03-19,
00-19742877,Christina,Bowman,Female,New York,Buffalo,2020-11-05,IT,Software Developer,Master,93641,Needs Improvement,No,1999-05-16,
00-43160881,Kenneth,Turner,Female,New York,Buffalo,2021-10-09,IT,System Administrator,Master,97830,Good,No,1988-12-03,
00-65500187,Victor,Blankenship,Female,New York,Rochester,2023-04-28,Operations,Inventory Specialist,Bachelor,62881,Good,No,1994-08-15,
00-58549573,Nancy,Smith,Female,New York,Rochester,2024-04-12,Sales,Sales Consultant,PhD,78394,Good,Yes,1995-11-17,
00-45227919,Jack,Manning,Male,New York,Rochester,2019-11-24,Marketing,SEO Specialist,High School,71079,Good,No,1987-07-11,
00-67964749,Grant,Turner,Male,New York,Buffalo,2015-01-02,Finance,Accounts Payable Specialist,Bachelor,76192,Good,No,1966-10-15,
00-53015114,Anthony,Miller,Male,New York,Buffalo,2023-09-16,Customer Service,Support Specialist,Bachelor,57374,Excellent,No,2004-08-05,
00-13713165,Kyle,Cortez,Male,Michigan,Grand Rapids,2017-05-05,HR,HR Manager,PhD,89623,Good,Yes,1962-09-05,
00-60154780,Sheri,Sanders,Female,New York,New York City,2019-02-09,IT,System Administrator,Master,82392,Satisfactory,No,1995-05-27,
00-91394530,Amanda,Stewart,Male,Pennsylvania,Pittsburgh,2023-04-13,Operations,Logistics Coordinator,Bachelor,67386,Good,No,1973-12-22,
00-40161549,Sue,Hebert,Female,New York,Buffalo,2022-05-20,IT,IT Support Specialist,High School,58322,Good,No,1979-04-23,
00-27089453,Mary,Hart,Female,New York,Buffalo,2019-05-18,Operations,Operations Analyst,Bachelor,73234,Good,No,1997-01-02,
00-78390278,Fernando,Martin,Male,New York,Buffalo,2023-06-14,Marketing,Content Creator,Bachelor,68304,Good,No,2003-04-21,
00-96710149,John,Hines,Female,Michigan,Grand Rapids,2023-03-22,Finance,Financial Analyst,Bachelor,99246,Good,Yes,1986-02-18,
00-95274489,Drew,Norton,Male,New York,New York City,2017-09-03,Sales,Sales Consultant,Bachelor,98683,Good,No,1990-05-15,
00-90393580,Kelly,White,Male,North Carolina,Charlotte,2020-03-22,Operations,Logistics Coordinator,Bachelor,62838,Needs Improvement,No,1984-09-18,
00-76724126,Christopher,Bowman,Female,New York,Buffalo,2023-12-02,Operations,Logistics Coordinator,Bachelor,54970,Needs Improvement,No,1989-01-07,
00-68081584,Donald,Hughes,Male,Virginia,Norfolk,2020-01-17,Operations,Operations Analyst,Bachelor,88164,Good,No,2005-05-14,
00-66011264,Andrew,Clayton,Male,New York,Rochester,2016-08-08,Finance,Accountant,Bachelor,84810,Satisfactory,Yes,1974-10-19,
00-21387389,Philip,Conway,Female,North Carolina,Charlotte,2022-09-09,Sales,Sales Representative,Bachelor,72637,Good,No,1974-02-20,
00-29537240,Carol,Ramos,Male,New York,Buffalo,2023-02-06,Customer Service,Support Specialist,Bachelor,66470,Good,Yes,1977-01-15,
00-15361803,Kenneth,Moore,Female,New York,Rochester,2018-02-20,Customer Service,Help Desk Technician,Bachelor,87602,Satisfactory,Yes,1972-06-25,
00-62783449,David,Turner,Female,New York,Buffalo,2017-05-29,Operations,Logistics Coordinator,Bachelor,62335,Good,No,1978-02-14,
00-97263918,Amber,Hammond,Male,New York,Rochester,2023-11-26,Customer Service,Customer Service Representative,High School,61569,Satisfactory,Yes,1988-12-31,
00-55833023,Michael,Allen,Male,New York,Buffalo,2018-03-06,Finance,Financial Analyst,Bachelor,84291,Satisfactory,Yes,1972-09-23,
00-81845535,Richard,Munoz,Female,Pennsylvania,Allentown,2021-06-22,Sales,Sales Representative,Bachelor,54020,Satisfactory,No,2006-03-26,
00-51358100,Veronica,Smith,Male,New York,Buffalo,2023-03-22,IT,Software Developer,Master,94996,Satisfactory,No,1985-01-26,
00-73070505,David,Kelly,Male,New York,Buffalo,2020-01-13,Customer Service,Support Specialist,Bachelor,65459,Needs Improvement,Yes,1983-09-16,
00-61820639,Jason,Combs,Female,New York,Buffalo,2022-08-02,Operations,Inventory Specialist,Bachelor,61429,Satisfactory,No,2000-09-17,
00-89129551,Vincent,Turner,Male,New York,Rochester,2022-10-12,Marketing,Marketing Coordinator,Bachelor,73277,Satisfactory,No,1996-08-31,
00-91229215,Lori,Smith,Male,New York,Rochester,2020-02-25,Sales,Sales Manager,Master,85128,Good,Yes,1983-09-26,
00-87039380,Robert,Powers,Female,New York,New York City,2017-01-18,Operations,Logistics Coordinator,Bachelor,57529,Excellent,No,2005-08-26,
00-55241475,Barbara,Day,Female,Michigan,Grand Rapids,2016-03-18,Operations,Inventory Specialist,Bachelor,60726,Satisfactory,No,2001-12-31,
00-75723137,Christine,Burns,Female,New York,Buffalo,2024-06-26,Sales,Sales Representative,Bachelor,73981,Satisfactory,No,1966-06-12,
00-81503033,Cassandra,Smith,Male,North Carolina,Greensboro,2020-08-23,Customer Service,Customer Service Representative,High School,57978,Satisfactory,No,1991-06-27,
00-94740493,Ivan,Perkins,Female,Virginia,Virginia Beach,2016-05-04,Sales,Sales Consultant,Master,76959,Satisfactory,No,1965-10-14,
00-94439241,Cory,Thomas,Male,New York,New York City,2017-11-03,Customer Service,Customer Service Representative,High School,56403,Satisfactory,No,1973-09-19,
00-46406719,Nicholas,Robbins,Male,New York,Buffalo,2023-04-13,Marketing,Marketing Coordinator,Bachelor,72199,Satisfactory,No,1973-07-28,
00-89783556,Travis,Palmer,Female,New York,New York City,2020-05-14,Customer Service,Help Desk Technician,Bachelor,57798,Good,No,1981-04-16,
00-52017078,Tara,Parker,Male,New York,Rochester,2024-09-22,Customer Service,Help Desk Technician,High School,65005,Satisfactory,No,1980-04-08,
00-53508602,Beth,Howell,Female,Michigan,Grand Rapids,2023-11-24,Finance,Accounts Payable Specialist,Bachelor,57571,Good,No,2004-12-10,
00-85969237,Jeremy,Mitchell,Female,New York,Rochester,2017-10-11,IT,Software Developer,Master,104229,Needs Improvement,No,1990-11-28,
00-51117283,Jessica,Madden,Male,New York,Rochester,2017-02-19,Marketing,Content Creator,Bachelor,71141,Good,No,1995-10-12,
00-54962735,Jimmy,Rivers,Female,New York,New York City,2020-08-25,Customer Service,Customer Service Representative,High School,61968,Excellent,No,1977-09-02,
00-65235862,Taylor,Moon,Female,New York,Rochester,2017-07-14,Operations,Operations Analyst,Master,91134,Good,Yes,1984-04-21,
00-90230057,Charles,Rivera,Male,Illinois,Naperville,2019-04-16,Finance,Accounts Payable Specialist,Bachelor,62961,Good,Yes,2003-03-15,
00-98464398,Jessica,Massey,Male,New York,New York City,2017-06-11,Sales,Sales Consultant,Master,82213,Good,No,1983-12-01,
00-92282678,Kimberly,Wilson,Male,New York,Rochester,2023-04-18,Customer Service,Customer Service Representative,Bachelor,60977,Needs Improvement,No,1983-11-19,
00-28693532,Katherine,Gonzalez,Female,New York,Rochester,2023-08-12,Sales,Sales Consultant,Bachelor,70487,Good,No,2005-11-26,
00-49596283,Rita,Mora,Male,Illinois,Naperville,2017-09-01,Sales,Sales Representative,Bachelor,73410,Good,Yes,1995-02-06,
00-58517955,Terri,Patterson,Male,New York,New York City,2022-06-03,IT,IT Support Specialist,High School,61714,Good,No,1987-03-07,
00-84209410,Ronnie,Brown,Female,New York,Buffalo,2018-03-06,Operations,Inventory Specialist,Bachelor,61337,Good,No,1997-07-16,
00-72101258,Thomas,Kemp,Female,New York,Rochester,2020-06-01,Customer Service,Customer Service Representative,High School,59767,Excellent,No,1981-02-05,
00-33275449,David,Bowers,Male,North Carolina,Charlotte,2016-02-28,Sales,Sales Representative,Bachelor,77036,Good,No,1979-10-16,
00-49119248,Christopher,Graves,Male,New York,Buffalo,2021-04-27,Customer Service,Customer Service Representative,Bachelor,66720,Good,No,1983-05-09,
00-37613126,Amy,Russell,Male,New York,Buffalo,2020-01-28,Finance,Accounts Payable Specialist,Bachelor,72332,Good,Yes,1964-02-29,
00-95019446,Jennifer,Brown,Male,New York,Rochester,2023-02-18,Customer Service,Customer Service Representative,High School,60733,Needs Improvement,Yes,1974-01-11,
00-34572290,Chad,Wilson,Male,New York,Buffalo,2023-06-24,Operations,Operations Analyst,Master,71749,Good,Yes,1988-03-02,
00-76700263,Amy,Ho,Female,New York,New York City,2018-01-09,Customer Service,Help Desk Technician,High School,74588,Good,No,2000-11-02,
00-62563720,Crystal,Woods,Male,New York,New York City,2019-06-05,Customer Service,Help Desk Technician,High School,55981,Satisfactory,Yes,2004-07-23,
00-46338173,Matthew,Taylor,Male,New York,New York City,2024-03-13,Customer Service,Support Specialist,High School,63561,Satisfactory,No,1977-01-21,
00-71616570,Tom,Ryan,Male,New York,Buffalo,2020-08-01,Operations,Operations Analyst,Bachelor,72833,Satisfactory,Yes,1972-10-04,
00-29641411,Charles,Taylor,Male,New York,Rochester,2017-10-26,Marketing,Marketing Coordinator,Bachelor,83638,Good,No,1972-06-17,
00-19670420,Zachary,Mitchell,Female,New York,Buffalo,2017-07-06,Operations,Inventory Specialist,High School,65177,Excellent,Yes,1965-07-17,
